"","idnum","question","replaced","Age","female","RBlack","RWhite","RHispanic","RNative","RAsian","RPacific","ROther","Educ","Inc","Home1","Home2","Spiritual","UrbRur","Region","Condition","event","overall_deflection","actor_deflection","behavior_deflection","object_deflection","abo","a_bo","ab_o"
"483",82,"replaced1","A",27,0,0,1,0,0,0,0,0,4,1,1,2,4,4,2,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"484",85,"replaced1","A",32,1,1,0,0,0,0,0,0,5,6,2,2,4,2,2,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"485",93,"replaced1","O",24,0,0,1,0,0,0,0,0,4,7,1,2,1,5,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"486",112,"replaced1","O",33,1,0,1,0,0,0,0,0,5,8,1,2,1,3,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"487",118,"replaced1","O",36,1,0,1,0,0,0,0,0,2,6,1,2,4,1,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"488",120,"replaced1","O",25,0,1,0,0,0,0,0,0,3,4,1,2,4,3,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"489",126,"replaced1","O",42,0,0,0,1,0,0,0,0,3,5,1,2,3,1,1,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"490",128,"replaced1","O",25,1,0,1,0,0,0,0,0,3,5,1,2,2,1,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"491",168,"replaced1","A",24,0,0,0,0,0,1,0,0,2,2,1,2,4,1,2,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"492",169,"replaced1","O",32,1,0,1,0,0,0,0,0,4,4,1,2,4,1,3,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"493",171,"replaced1","O",26,0,0,0,0,0,1,0,0,5,4,1,2,3,2,2,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"494",203,"replaced1","O",39,0,0,1,0,0,0,0,0,5,6,1,2,2,3,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"495",207,"replaced1","A",38,0,0,0,0,0,1,0,0,5,7,1,2,1,1,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"496",209,"replaced1","O",31,1,0,1,0,0,0,0,0,4,4,1,2,4,1,2,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"497",222,"replaced1","O",27,0,0,1,0,0,0,0,0,2,2,1,1,4,3,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"498",232,"replaced1","O",44,1,0,1,0,0,0,0,0,7,13,1,2,4,3,8,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"499",240,"replaced1","O",18,1,0,0,0,0,1,0,0,3,1,1,2,4,5,6,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"500",249,"replaced1","A",29,0,0,1,1,0,0,0,0,6,8,1,2,4,2,1,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"501",254,"replaced1","O",38,1,0,1,0,0,0,0,0,3,7,1,2,3,2,1,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"502",258,"replaced1","O",37,0,0,1,0,0,0,0,0,2,5,1,2,1,4,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"503",271,"replaced1","A",58,1,0,1,0,0,0,0,0,4,2,2,2,2,2,2,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"504",272,"replaced1","O",50,1,0,1,0,0,0,0,0,6,6,1,2,1,3,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"505",277,"replaced1","O",51,0,0,1,0,0,0,0,0,7,5,1,2,2,2,6,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"506",7,"replaced2","A",28,0,0,1,0,0,0,0,0,3,4,2,2,4,5,6,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"507",13,"replaced2","B",31,0,0,1,0,0,0,0,0,5,6,1,2,3,2,6,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"508",17,"replaced2","B",31,1,0,0,1,0,0,0,0,5,7,1,2,2,2,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"509",19,"replaced2","B",24,1,0,1,0,0,0,0,0,2,4,1,2,2,1,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"510",24,"replaced2","A",24,0,0,1,0,0,0,0,0,5,1,1,2,1,5,6,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"511",28,"replaced2","B",51,1,0,1,0,0,0,0,0,6,3,2,2,2,3,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"512",38,"replaced2","B",27,1,0,1,0,0,0,0,0,5,6,1,2,3,4,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"513",44,"replaced2","B",29,0,0,1,0,0,0,0,0,5,6,1,1,1,1,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"514",47,"replaced2","O",33,0,0,1,0,0,0,0,0,5,5,1,2,4,4,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"515",52,"replaced2","A",59,0,0,1,0,0,0,0,0,5,3,2,2,4,2,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"516",53,"replaced2","A",44,1,0,1,0,0,0,0,0,5,5,1,2,1,3,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"517",73,"replaced2","A",62,1,0,1,0,0,0,0,0,3,4,2,2,4,3,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"518",78,"replaced2","A",24,1,0,0,0,0,1,0,0,4,1,1,2,2,1,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"519",81,"replaced2","A",53,0,0,1,0,0,0,0,0,3,1,1,1,4,2,3,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"520",82,"replaced2","A",27,0,0,1,0,0,0,0,0,4,1,1,2,4,4,2,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"521",85,"replaced2","B",32,1,1,0,0,0,0,0,0,5,6,2,2,4,2,2,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"522",93,"replaced2","O",24,0,0,1,0,0,0,0,0,4,7,1,2,1,5,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"523",112,"replaced2","B",33,1,0,1,0,0,0,0,0,5,8,1,2,1,3,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"524",118,"replaced2","B",36,1,0,1,0,0,0,0,0,2,6,1,2,4,1,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"525",120,"replaced2","B",25,0,1,0,0,0,0,0,0,3,4,1,2,4,3,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"526",126,"replaced2","O",42,0,0,0,1,0,0,0,0,3,5,1,2,3,1,1,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"527",128,"replaced2","A",25,1,0,1,0,0,0,0,0,3,5,1,2,2,1,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"528",168,"replaced2","O",24,0,0,0,0,0,1,0,0,2,2,1,2,4,1,2,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"529",169,"replaced2","B",32,1,0,1,0,0,0,0,0,4,4,1,2,4,1,3,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"530",171,"replaced2","A",26,0,0,0,0,0,1,0,0,5,4,1,2,3,2,2,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"531",203,"replaced2","A",39,0,0,1,0,0,0,0,0,5,6,1,2,2,3,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"532",207,"replaced2","O",38,0,0,0,0,0,1,0,0,5,7,1,2,1,1,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"533",209,"replaced2","A",31,1,0,1,0,0,0,0,0,4,4,1,2,4,1,2,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"534",222,"replaced2","B",27,0,0,1,0,0,0,0,0,2,2,1,1,4,3,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"535",232,"replaced2","A",44,1,0,1,0,0,0,0,0,7,13,1,2,4,3,8,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"536",240,"replaced2","A",18,1,0,0,0,0,1,0,0,3,1,1,2,4,5,6,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"537",249,"replaced2","A",29,0,0,1,1,0,0,0,0,6,8,1,2,4,2,1,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"538",254,"replaced2","B",38,1,0,1,0,0,0,0,0,3,7,1,2,3,2,1,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"539",258,"replaced2","B",37,0,0,1,0,0,0,0,0,2,5,1,2,1,4,5,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"540",271,"replaced2","B",58,1,0,1,0,0,0,0,0,4,2,2,2,2,2,2,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"541",272,"replaced2","B",50,1,0,1,0,0,0,0,0,6,6,1,2,1,3,7,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"542",277,"replaced2","A",51,0,0,1,0,0,0,0,0,7,5,1,2,2,2,6,3,"weakling advised champion",6.43,3.14,1.06,2.23,1,NA,NA
"543",7,"replaced3","O",28,0,0,1,0,0,0,0,0,3,4,2,2,4,5,6,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"544",13,"replaced3","O",31,0,0,1,0,0,0,0,0,5,6,1,2,3,2,6,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"545",17,"replaced3","O",31,1,0,0,1,0,0,0,0,5,7,1,2,2,2,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"546",19,"replaced3","B",24,1,0,1,0,0,0,0,0,2,4,1,2,2,1,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"547",24,"replaced3","O",24,0,0,1,0,0,0,0,0,5,1,1,2,1,5,6,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"548",28,"replaced3","O",51,1,0,1,0,0,0,0,0,6,3,2,2,2,3,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"549",38,"replaced3","O",27,1,0,1,0,0,0,0,0,5,6,1,2,3,4,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"550",44,"replaced3","A",29,0,0,1,0,0,0,0,0,5,6,1,1,1,1,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"551",47,"replaced3","O",33,0,0,1,0,0,0,0,0,5,5,1,2,4,4,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"552",52,"replaced3","O",59,0,0,1,0,0,0,0,0,5,3,2,2,4,2,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"553",53,"replaced3","O",44,1,0,1,0,0,0,0,0,5,5,1,2,1,3,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"554",73,"replaced3","B",62,1,0,1,0,0,0,0,0,3,4,2,2,4,3,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"555",78,"replaced3","O",24,1,0,0,0,0,1,0,0,4,1,1,2,2,1,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"556",81,"replaced3","O",53,0,0,1,0,0,0,0,0,3,1,1,1,4,2,3,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"557",82,"replaced3","B",27,0,0,1,0,0,0,0,0,4,1,1,2,4,4,2,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"558",85,"replaced3","A",32,1,1,0,0,0,0,0,0,5,6,2,2,4,2,2,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"559",93,"replaced3","A",24,0,0,1,0,0,0,0,0,4,7,1,2,1,5,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"560",112,"replaced3","B",33,1,0,1,0,0,0,0,0,5,8,1,2,1,3,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"561",118,"replaced3","O",36,1,0,1,0,0,0,0,0,2,6,1,2,4,1,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"562",120,"replaced3","O",25,0,1,0,0,0,0,0,0,3,4,1,2,4,3,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"563",126,"replaced3","A",42,0,0,0,1,0,0,0,0,3,5,1,2,3,1,1,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"564",128,"replaced3","O",25,1,0,1,0,0,0,0,0,3,5,1,2,2,1,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"565",168,"replaced3","A",24,0,0,0,0,0,1,0,0,2,2,1,2,4,1,2,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"566",169,"replaced3","A",32,1,0,1,0,0,0,0,0,4,4,1,2,4,1,3,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"567",171,"replaced3","O",26,0,0,0,0,0,1,0,0,5,4,1,2,3,2,2,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"568",203,"replaced3","A",39,0,0,1,0,0,0,0,0,5,6,1,2,2,3,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"569",207,"replaced3","O",38,0,0,0,0,0,1,0,0,5,7,1,2,1,1,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"570",209,"replaced3","B",31,1,0,1,0,0,0,0,0,4,4,1,2,4,1,2,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"571",222,"replaced3","O",27,0,0,1,0,0,0,0,0,2,2,1,1,4,3,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"572",232,"replaced3","O",44,1,0,1,0,0,0,0,0,7,13,1,2,4,3,8,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"573",240,"replaced3","B",18,1,0,0,0,0,1,0,0,3,1,1,2,4,5,6,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"574",249,"replaced3","A",29,0,0,1,1,0,0,0,0,6,8,1,2,4,2,1,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"575",254,"replaced3","B",38,1,0,1,0,0,0,0,0,3,7,1,2,3,2,1,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"576",258,"replaced3","O",37,0,0,1,0,0,0,0,0,2,5,1,2,1,4,5,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"577",271,"replaced3","O",58,1,0,1,0,0,0,0,0,4,2,2,2,2,2,2,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"578",272,"replaced3","O",50,1,0,1,0,0,0,0,0,6,6,1,2,1,3,7,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"579",277,"replaced3","O",51,0,0,1,0,0,0,0,0,7,5,1,2,2,2,6,3,"teacher ignores crybaby",4.25,2.78,0.83,0.64,1,NA,NA
"580",7,"replaced4","O",28,0,0,1,0,0,0,0,0,3,4,2,2,4,5,6,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"581",13,"replaced4","O",31,0,0,1,0,0,0,0,0,5,6,1,2,3,2,6,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"582",17,"replaced4","O",31,1,0,0,1,0,0,0,0,5,7,1,2,2,2,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"583",19,"replaced4","B",24,1,0,1,0,0,0,0,0,2,4,1,2,2,1,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"584",24,"replaced4","O",24,0,0,1,0,0,0,0,0,5,1,1,2,1,5,6,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"585",28,"replaced4","B",51,1,0,1,0,0,0,0,0,6,3,2,2,2,3,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"586",38,"replaced4","O",27,1,0,1,0,0,0,0,0,5,6,1,2,3,4,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"587",44,"replaced4","B",29,0,0,1,0,0,0,0,0,5,6,1,1,1,1,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"588",47,"replaced4","O",33,0,0,1,0,0,0,0,0,5,5,1,2,4,4,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"589",52,"replaced4","B",59,0,0,1,0,0,0,0,0,5,3,2,2,4,2,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"590",53,"replaced4","B",44,1,0,1,0,0,0,0,0,5,5,1,2,1,3,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"591",73,"replaced4","B",62,1,0,1,0,0,0,0,0,3,4,2,2,4,3,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"592",78,"replaced4","O",24,1,0,0,0,0,1,0,0,4,1,1,2,2,1,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"593",81,"replaced4","O",53,0,0,1,0,0,0,0,0,3,1,1,1,4,2,3,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"594",82,"replaced4","B",27,0,0,1,0,0,0,0,0,4,1,1,2,4,4,2,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"595",85,"replaced4","A",32,1,1,0,0,0,0,0,0,5,6,2,2,4,2,2,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"596",93,"replaced4","O",24,0,0,1,0,0,0,0,0,4,7,1,2,1,5,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"597",112,"replaced4","A",33,1,0,1,0,0,0,0,0,5,8,1,2,1,3,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"598",118,"replaced4","O",36,1,0,1,0,0,0,0,0,2,6,1,2,4,1,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"599",120,"replaced4","O",25,0,1,0,0,0,0,0,0,3,4,1,2,4,3,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"600",126,"replaced4","B",42,0,0,0,1,0,0,0,0,3,5,1,2,3,1,1,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"601",128,"replaced4","O",25,1,0,1,0,0,0,0,0,3,5,1,2,2,1,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"602",168,"replaced4","B",24,0,0,0,0,0,1,0,0,2,2,1,2,4,1,2,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"603",169,"replaced4","B",32,1,0,1,0,0,0,0,0,4,4,1,2,4,1,3,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"604",171,"replaced4","O",26,0,0,0,0,0,1,0,0,5,4,1,2,3,2,2,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"605",203,"replaced4","B",39,0,0,1,0,0,0,0,0,5,6,1,2,2,3,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"606",207,"replaced4","O",38,0,0,0,0,0,1,0,0,5,7,1,2,1,1,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"607",209,"replaced4","B",31,1,0,1,0,0,0,0,0,4,4,1,2,4,1,2,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"608",222,"replaced4","O",27,0,0,1,0,0,0,0,0,2,2,1,1,4,3,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"609",232,"replaced4","O",44,1,0,1,0,0,0,0,0,7,13,1,2,4,3,8,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"610",240,"replaced4","O",18,1,0,0,0,0,1,0,0,3,1,1,2,4,5,6,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"611",249,"replaced4","O",29,0,0,1,1,0,0,0,0,6,8,1,2,4,2,1,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"612",254,"replaced4","B",38,1,0,1,0,0,0,0,0,3,7,1,2,3,2,1,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"613",258,"replaced4","B",37,0,0,1,0,0,0,0,0,2,5,1,2,1,4,5,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"614",271,"replaced4","B",58,1,0,1,0,0,0,0,0,4,2,2,2,2,2,2,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"615",272,"replaced4","B",50,1,0,1,0,0,0,0,0,6,6,1,2,1,3,7,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"616",277,"replaced4","B",51,0,0,1,0,0,0,0,0,7,5,1,2,2,2,6,3,"friend criticizes grouch",5.23,4.69,0.16,0.38,1,NA,NA
"617",7,"replaced5","A",28,0,0,1,0,0,0,0,0,3,4,2,2,4,5,6,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"618",13,"replaced5","B",31,0,0,1,0,0,0,0,0,5,6,1,2,3,2,6,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"619",17,"replaced5","A",31,1,0,0,1,0,0,0,0,5,7,1,2,2,2,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"620",19,"replaced5","B",24,1,0,1,0,0,0,0,0,2,4,1,2,2,1,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"621",24,"replaced5","B",24,0,0,1,0,0,0,0,0,5,1,1,2,1,5,6,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"622",28,"replaced5","A",51,1,0,1,0,0,0,0,0,6,3,2,2,2,3,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"623",38,"replaced5","B",27,1,0,1,0,0,0,0,0,5,6,1,2,3,4,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"624",44,"replaced5","B",29,0,0,1,0,0,0,0,0,5,6,1,1,1,1,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"625",47,"replaced5","O",33,0,0,1,0,0,0,0,0,5,5,1,2,4,4,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"626",52,"replaced5","A",59,0,0,1,0,0,0,0,0,5,3,2,2,4,2,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"627",53,"replaced5","A",44,1,0,1,0,0,0,0,0,5,5,1,2,1,3,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"628",73,"replaced5","A",62,1,0,1,0,0,0,0,0,3,4,2,2,4,3,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"629",78,"replaced5","B",24,1,0,0,0,0,1,0,0,4,1,1,2,2,1,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"630",81,"replaced5","A",53,0,0,1,0,0,0,0,0,3,1,1,1,4,2,3,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"631",82,"replaced5","O",27,0,0,1,0,0,0,0,0,4,1,1,2,4,4,2,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"632",85,"replaced5","O",32,1,1,0,0,0,0,0,0,5,6,2,2,4,2,2,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"633",93,"replaced5","A",24,0,0,1,0,0,0,0,0,4,7,1,2,1,5,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"634",112,"replaced5","B",33,1,0,1,0,0,0,0,0,5,8,1,2,1,3,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"635",118,"replaced5","B",36,1,0,1,0,0,0,0,0,2,6,1,2,4,1,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"636",120,"replaced5","A",25,0,1,0,0,0,0,0,0,3,4,1,2,4,3,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"637",126,"replaced5","B",42,0,0,0,1,0,0,0,0,3,5,1,2,3,1,1,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"638",128,"replaced5","O",25,1,0,1,0,0,0,0,0,3,5,1,2,2,1,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"639",168,"replaced5","O",24,0,0,0,0,0,1,0,0,2,2,1,2,4,1,2,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"640",169,"replaced5","B",32,1,0,1,0,0,0,0,0,4,4,1,2,4,1,3,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"641",171,"replaced5","A",26,0,0,0,0,0,1,0,0,5,4,1,2,3,2,2,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"642",203,"replaced5","A",39,0,0,1,0,0,0,0,0,5,6,1,2,2,3,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"643",207,"replaced5","A",38,0,0,0,0,0,1,0,0,5,7,1,2,1,1,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"644",209,"replaced5","O",31,1,0,1,0,0,0,0,0,4,4,1,2,4,1,2,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"645",222,"replaced5","B",27,0,0,1,0,0,0,0,0,2,2,1,1,4,3,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"646",232,"replaced5","A",44,1,0,1,0,0,0,0,0,7,13,1,2,4,3,8,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"647",240,"replaced5","B",18,1,0,0,0,0,1,0,0,3,1,1,2,4,5,6,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"648",249,"replaced5","A",29,0,0,1,1,0,0,0,0,6,8,1,2,4,2,1,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"649",254,"replaced5","A",38,1,0,1,0,0,0,0,0,3,7,1,2,3,2,1,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"650",258,"replaced5","A",37,0,0,1,0,0,0,0,0,2,5,1,2,1,4,5,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"651",271,"replaced5","B",58,1,0,1,0,0,0,0,0,4,2,2,2,2,2,2,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
"652",272,"replaced5","A",50,1,0,1,0,0,0,0,0,6,6,1,2,1,3,7,3,"introvert curses landlord",6.24,3.25,1.45,1.54,1,NA,NA
