"","idnum","question","replaced","Age","female","RBlack","RWhite","RHispanic","RNative","RAsian","RPacific","ROther","Educ","Inc","Home1","Home2","Spiritual","UrbRur","Region","Condition","event","overall_deflection","actor_deflection","behavior_deflection","object_deflection","abo","a_bo","ab_o"
"154",11,"replaced5","B",27,0,0,1,0,0,0,0,0,3,8,1,1,4,5,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"155",22,"replaced5","B",22,0,0,1,0,0,0,0,0,3,6,2,2,2,1,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"156",29,"replaced5","A",34,0,0,1,0,0,0,0,0,3,3,1,2,1,3,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"157",39,"replaced5","A",23,0,0,0,1,0,0,0,0,5,5,2,2,4,5,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"158",40,"replaced5","A",29,1,0,1,0,0,1,0,0,4,6,1,2,2,1,2,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"159",50,"replaced5","O",27,1,0,1,0,0,0,0,0,6,5,1,2,4,3,9,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"160",59,"replaced5","O",46,1,0,1,0,0,0,0,0,6,1,1,2,4,4,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"161",86,"replaced5","O",25,0,0,1,0,0,0,0,0,5,5,1,2,1,2,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"162",88,"replaced5","B",19,0,0,1,0,0,0,0,0,3,6,2,2,4,5,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"163",96,"replaced5","O",33,0,0,1,0,0,0,0,0,4,4,1,2,3,1,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"164",99,"replaced5","O",24,1,0,1,0,0,0,0,0,3,3,1,2,3,4,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"165",117,"replaced5","O",32,0,0,1,0,0,0,0,0,5,7,1,1,2,3,2,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"166",119,"replaced5","B",31,0,0,1,0,0,0,0,0,2,7,1,2,4,3,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"167",123,"replaced5","B",26,1,0,1,0,0,0,0,0,3,3,2,2,2,4,3,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"168",130,"replaced5","B",22,0,0,0,0,0,1,0,0,3,1,1,2,4,2,6,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"169",134,"replaced5","O",34,0,0,1,0,0,0,0,0,5,4,2,2,4,5,2,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"170",136,"replaced5","O",23,0,0,0,0,0,1,0,0,3,2,1,2,4,5,6,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"171",141,"replaced5","B",46,0,0,1,0,0,0,0,0,3,5,1,2,2,4,2,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"172",143,"replaced5","A",23,0,0,0,0,0,1,0,0,5,8,1,2,1,2,3,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"173",145,"replaced5","B",37,1,0,1,0,0,0,0,0,4,4,1,2,2,4,3,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"174",146,"replaced5","B",49,1,0,1,0,0,0,0,0,5,5,1,2,3,2,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"175",148,"replaced5","A",29,1,0,0,0,0,1,0,0,6,2,1,2,4,1,6,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"176",150,"replaced5","O",34,1,0,1,0,0,0,0,0,5,7,1,2,4,4,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"177",160,"replaced5","O",23,0,0,1,0,0,0,0,0,5,6,1,2,4,2,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"178",163,"replaced5","O",20,0,0,1,0,0,0,0,0,3,1,1,2,4,4,6,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"179",170,"replaced5","O",19,1,0,0,1,0,0,0,0,3,2,2,2,2,1,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"180",186,"replaced5","O",45,1,0,1,0,0,0,0,0,5,4,1,2,2,1,6,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"181",211,"replaced5","A",48,1,0,1,0,0,0,0,0,2,3,1,2,3,1,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"182",216,"replaced5","O",41,0,0,1,0,0,0,0,0,5,7,1,1,4,1,2,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"183",223,"replaced5","O",31,1,0,1,0,0,0,0,0,5,1,1,2,1,3,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"184",230,"replaced5","O",60,1,0,1,0,0,0,0,0,3,1,2,2,1,2,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"185",234,"replaced5","O",29,1,0,1,0,0,0,0,0,3,4,1,2,4,4,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"186",242,"replaced5","O",58,1,0,0,0,0,1,0,0,5,6,1,2,3,2,2,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"187",244,"replaced5","O",32,1,0,1,0,0,0,0,0,3,5,1,2,1,2,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"188",260,"replaced5","B",33,1,0,1,0,0,0,0,0,5,-99,1,2,2,2,7,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"189",263,"replaced5","B",22,1,0,0,1,0,0,0,0,3,3,2,2,4,1,2,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"190",275,"replaced5","B",29,1,0,1,0,0,0,0,0,5,5,1,2,1,5,5,1,"psychiatrist inspired truant",2.4,0.46,1.54,0.44,NA,1,NA
"191",3,"replaced6","B",30,0,1,0,0,0,0,0,0,5,6,1,2,4,1,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"192",11,"replaced6","O",27,0,0,1,0,0,0,0,0,3,8,1,1,4,5,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"193",22,"replaced6","B",22,0,0,1,0,0,0,0,0,3,6,2,2,2,1,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"194",29,"replaced6","B",34,0,0,1,0,0,0,0,0,3,3,1,2,1,3,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"195",39,"replaced6","O",23,0,0,0,1,0,0,0,0,5,5,2,2,4,5,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"196",40,"replaced6","B",29,1,0,1,0,0,1,0,0,4,6,1,2,2,1,2,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"197",50,"replaced6","B",27,1,0,1,0,0,0,0,0,6,5,1,2,4,3,9,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"198",59,"replaced6","B",46,1,0,1,0,0,0,0,0,6,1,1,2,4,4,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"199",86,"replaced6","O",25,0,0,1,0,0,0,0,0,5,5,1,2,1,2,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"200",88,"replaced6","O",19,0,0,1,0,0,0,0,0,3,6,2,2,4,5,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"201",96,"replaced6","B",33,0,0,1,0,0,0,0,0,4,4,1,2,3,1,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"202",99,"replaced6","A",24,1,0,1,0,0,0,0,0,3,3,1,2,3,4,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"203",117,"replaced6","O",32,0,0,1,0,0,0,0,0,5,7,1,1,2,3,2,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"204",119,"replaced6","B",31,0,0,1,0,0,0,0,0,2,7,1,2,4,3,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"205",123,"replaced6","B",26,1,0,1,0,0,0,0,0,3,3,2,2,2,4,3,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"206",130,"replaced6","B",22,0,0,0,0,0,1,0,0,3,1,1,2,4,2,6,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"207",134,"replaced6","A",34,0,0,1,0,0,0,0,0,5,4,2,2,4,5,2,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"208",136,"replaced6","B",23,0,0,0,0,0,1,0,0,3,2,1,2,4,5,6,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"209",141,"replaced6","B",46,0,0,1,0,0,0,0,0,3,5,1,2,2,4,2,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"210",143,"replaced6","B",23,0,0,0,0,0,1,0,0,5,8,1,2,1,2,3,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"211",145,"replaced6","A",37,1,0,1,0,0,0,0,0,4,4,1,2,2,4,3,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"212",146,"replaced6","B",49,1,0,1,0,0,0,0,0,5,5,1,2,3,2,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"213",148,"replaced6","B",29,1,0,0,0,0,1,0,0,6,2,1,2,4,1,6,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"214",150,"replaced6","B",34,1,0,1,0,0,0,0,0,5,7,1,2,4,4,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"215",160,"replaced6","A",23,0,0,1,0,0,0,0,0,5,6,1,2,4,2,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"216",163,"replaced6","O",20,0,0,1,0,0,0,0,0,3,1,1,2,4,4,6,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"217",170,"replaced6","B",19,1,0,0,1,0,0,0,0,3,2,2,2,2,1,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"218",186,"replaced6","B",45,1,0,1,0,0,0,0,0,5,4,1,2,2,1,6,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"219",211,"replaced6","O",48,1,0,1,0,0,0,0,0,2,3,1,2,3,1,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"220",216,"replaced6","O",41,0,0,1,0,0,0,0,0,5,7,1,1,4,1,2,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"221",223,"replaced6","O",31,1,0,1,0,0,0,0,0,5,1,1,2,1,3,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"222",230,"replaced6","O",60,1,0,1,0,0,0,0,0,3,1,2,2,1,2,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"223",234,"replaced6","B",29,1,0,1,0,0,0,0,0,3,4,1,2,4,4,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"224",242,"replaced6","B",58,1,0,0,0,0,1,0,0,5,6,1,2,3,2,2,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"225",244,"replaced6","O",32,1,0,1,0,0,0,0,0,3,5,1,2,1,2,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"226",260,"replaced6","O",33,1,0,1,0,0,0,0,0,5,-99,1,2,2,2,7,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"227",263,"replaced6","A",22,1,0,0,1,0,0,0,0,3,3,2,2,4,1,2,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"228",275,"replaced6","O",29,1,0,1,0,0,0,0,0,5,5,1,2,1,5,5,1,"adulterer abandoned call-girl",1.46,0.03,0.87,0.56,NA,1,NA
"229",12,"replaced1","B",28,0,0,1,0,0,0,0,0,6,4,2,2,4,2,6,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"230",15,"replaced1","B",71,1,0,1,0,0,0,0,0,4,7,1,1,2,2,9,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"231",27,"replaced1","O",32,1,0,1,0,0,0,0,0,2,4,1,2,1,3,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"232",37,"replaced1","B",38,1,0,1,0,0,0,0,0,3,7,1,2,3,1,1,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"233",45,"replaced1","B",25,0,0,1,0,0,0,0,0,4,6,1,2,1,1,2,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"234",48,"replaced1","B",20,1,0,1,0,0,0,0,0,3,9,1,1,4,2,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"235",51,"replaced1","B",33,0,0,1,0,0,0,0,0,2,4,2,2,4,4,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"236",64,"replaced1","O",43,0,0,1,0,0,0,0,0,6,1,1,2,1,5,1,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"237",66,"replaced1","O",47,1,0,1,0,0,0,0,0,5,7,1,2,2,2,6,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"238",67,"replaced1","O",23,0,0,0,0,0,1,0,0,5,4,1,2,4,5,2,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"239",69,"replaced1","O",26,0,0,1,0,0,0,0,0,3,3,1,2,3,3,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"240",72,"replaced1","B",50,0,0,1,0,0,0,0,0,2,3,1,2,4,3,6,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"241",77,"replaced1","B",61,1,0,1,0,0,0,0,0,5,7,1,2,2,2,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"242",95,"replaced1","B",23,1,0,1,0,0,0,0,0,5,2,1,2,3,3,3,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"243",114,"replaced1","O",39,1,0,1,0,0,0,0,0,3,2,1,2,3,5,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"244",124,"replaced1","B",37,1,0,1,0,0,0,0,0,2,3,1,2,4,3,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"245",129,"replaced1","O",35,0,0,1,0,0,0,0,0,5,5,1,2,4,5,1,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"246",131,"replaced1","B",20,0,0,0,0,0,1,0,0,3,1,1,2,4,2,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"247",137,"replaced1","B",46,1,0,1,0,0,0,0,0,3,2,1,2,4,3,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"248",142,"replaced1","A",23,0,0,1,0,0,0,0,0,4,3,1,2,2,4,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"249",144,"replaced1","B",49,0,0,1,0,0,0,0,0,3,3,2,2,4,2,3,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"250",154,"replaced1","B",26,0,0,1,0,0,0,0,0,3,1,2,2,3,4,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"251",155,"replaced1","O",34,0,0,1,0,0,0,0,0,2,3,1,2,1,2,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"252",161,"replaced1","O",39,1,0,1,0,0,0,0,0,5,6,1,2,1,1,2,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"253",175,"replaced1","B",30,1,0,1,0,0,0,0,0,3,4,1,2,1,4,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"254",177,"replaced1","B",29,0,1,0,0,0,1,0,0,5,4,1,2,1,5,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"255",181,"replaced1","B",32,1,0,1,0,0,0,0,0,2,6,1,2,2,4,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"256",185,"replaced1","B",19,0,0,1,0,0,0,0,0,3,7,1,2,3,3,6,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"257",196,"replaced1","A",35,1,0,1,0,0,0,0,0,4,4,1,2,2,3,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"258",206,"replaced1","A",29,0,0,1,0,0,0,0,0,3,2,2,2,5,2,2,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"259",214,"replaced1","B",53,1,0,1,0,0,0,0,0,3,5,1,2,4,2,2,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"260",221,"replaced1","O",31,0,0,0,1,0,0,0,0,6,4,1,2,4,2,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"261",224,"replaced1","B",26,1,0,0,0,0,1,0,0,4,2,2,2,2,1,8,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"262",226,"replaced1","O",30,0,0,1,0,0,0,0,0,5,6,1,1,4,5,2,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"263",238,"replaced1","B",20,0,0,1,0,0,0,0,0,2,5,2,2,2,3,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"264",247,"replaced1","B",62,1,0,1,0,0,0,0,0,5,6,1,2,4,5,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"265",252,"replaced1","B",29,1,0,1,0,0,0,0,0,3,4,2,2,1,2,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"266",264,"replaced1","O",24,0,0,0,0,0,1,0,0,5,5,1,2,3,2,2,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"267",268,"replaced1","A",54,0,0,0,1,1,0,0,0,3,2,1,2,4,3,5,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"268",273,"replaced1","B",27,0,0,1,0,0,0,0,0,3,4,1,2,3,2,7,2,"bartender befuddled bigot",1.69,0.88,0.07,0.74,1,NA,NA
"269",12,"replaced2","A",28,0,0,1,0,0,0,0,0,6,4,2,2,4,2,6,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"270",15,"replaced2","O",71,1,0,1,0,0,0,0,0,4,7,1,1,2,2,9,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"271",27,"replaced2","A",32,1,0,1,0,0,0,0,0,2,4,1,2,1,3,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"272",37,"replaced2","O",38,1,0,1,0,0,0,0,0,3,7,1,2,3,1,1,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"273",45,"replaced2","O",25,0,0,1,0,0,0,0,0,4,6,1,2,1,1,2,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"274",48,"replaced2","A",20,1,0,1,0,0,0,0,0,3,9,1,1,4,2,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"275",51,"replaced2","B",33,0,0,1,0,0,0,0,0,2,4,2,2,4,4,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"276",64,"replaced2","B",43,0,0,1,0,0,0,0,0,6,1,1,2,1,5,1,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"277",66,"replaced2","O",47,1,0,1,0,0,0,0,0,5,7,1,2,2,2,6,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"278",67,"replaced2","B",23,0,0,0,0,0,1,0,0,5,4,1,2,4,5,2,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"279",69,"replaced2","A",26,0,0,1,0,0,0,0,0,3,3,1,2,3,3,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"280",72,"replaced2","O",50,0,0,1,0,0,0,0,0,2,3,1,2,4,3,6,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"281",77,"replaced2","B",61,1,0,1,0,0,0,0,0,5,7,1,2,2,2,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"282",95,"replaced2","A",23,1,0,1,0,0,0,0,0,5,2,1,2,3,3,3,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"283",114,"replaced2","A",39,1,0,1,0,0,0,0,0,3,2,1,2,3,5,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"284",124,"replaced2","O",37,1,0,1,0,0,0,0,0,2,3,1,2,4,3,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"285",129,"replaced2","O",35,0,0,1,0,0,0,0,0,5,5,1,2,4,5,1,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"286",131,"replaced2","O",20,0,0,0,0,0,1,0,0,3,1,1,2,4,2,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"287",137,"replaced2","O",46,1,0,1,0,0,0,0,0,3,2,1,2,4,3,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"288",142,"replaced2","A",23,0,0,1,0,0,0,0,0,4,3,1,2,2,4,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"289",144,"replaced2","B",49,0,0,1,0,0,0,0,0,3,3,2,2,4,2,3,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"290",154,"replaced2","B",26,0,0,1,0,0,0,0,0,3,1,2,2,3,4,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"291",155,"replaced2","A",34,0,0,1,0,0,0,0,0,2,3,1,2,1,2,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"292",161,"replaced2","A",39,1,0,1,0,0,0,0,0,5,6,1,2,1,1,2,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"293",175,"replaced2","A",30,1,0,1,0,0,0,0,0,3,4,1,2,1,4,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"294",177,"replaced2","B",29,0,1,0,0,0,1,0,0,5,4,1,2,1,5,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"295",181,"replaced2","B",32,1,0,1,0,0,0,0,0,2,6,1,2,2,4,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"296",185,"replaced2","A",19,0,0,1,0,0,0,0,0,3,7,1,2,3,3,6,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"297",196,"replaced2","A",35,1,0,1,0,0,0,0,0,4,4,1,2,2,3,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"298",206,"replaced2","A",29,0,0,1,0,0,0,0,0,3,2,2,2,5,2,2,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"299",214,"replaced2","A",53,1,0,1,0,0,0,0,0,3,5,1,2,4,2,2,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"300",221,"replaced2","O",31,0,0,0,1,0,0,0,0,6,4,1,2,4,2,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"301",224,"replaced2","O",26,1,0,0,0,0,1,0,0,4,2,2,2,2,1,8,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"302",226,"replaced2","A",30,0,0,1,0,0,0,0,0,5,6,1,1,4,5,2,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"303",238,"replaced2","A",20,0,0,1,0,0,0,0,0,2,5,2,2,2,3,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"304",247,"replaced2","A",62,1,0,1,0,0,0,0,0,5,6,1,2,4,5,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"305",252,"replaced2","B",29,1,0,1,0,0,0,0,0,3,4,2,2,1,2,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"306",264,"replaced2","B",24,0,0,0,0,0,1,0,0,5,5,1,2,3,2,2,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"307",268,"replaced2","B",54,0,0,0,1,1,0,0,0,3,2,1,2,4,3,5,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"308",273,"replaced2","O",27,0,0,1,0,0,0,0,0,3,4,1,2,3,2,7,2,"boy-scout exposed sneak",2.53,1.92,0.08,0.53,1,NA,NA
"309",12,"replaced3","B",28,0,0,1,0,0,0,0,0,6,4,2,2,4,2,6,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"310",15,"replaced3","B",71,1,0,1,0,0,0,0,0,4,7,1,1,2,2,9,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"311",27,"replaced3","B",32,1,0,1,0,0,0,0,0,2,4,1,2,1,3,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"312",37,"replaced3","B",38,1,0,1,0,0,0,0,0,3,7,1,2,3,1,1,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"313",45,"replaced3","B",25,0,0,1,0,0,0,0,0,4,6,1,2,1,1,2,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"314",48,"replaced3","B",20,1,0,1,0,0,0,0,0,3,9,1,1,4,2,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"315",51,"replaced3","B",33,0,0,1,0,0,0,0,0,2,4,2,2,4,4,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"316",64,"replaced3","B",43,0,0,1,0,0,0,0,0,6,1,1,2,1,5,1,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"317",66,"replaced3","B",47,1,0,1,0,0,0,0,0,5,7,1,2,2,2,6,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"318",67,"replaced3","B",23,0,0,0,0,0,1,0,0,5,4,1,2,4,5,2,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
